sample_index,L1_nm,W1_nm,L2_nm,W2_nm,A1,A2,A_mean,Delta_A,delta_theta_deg,D_nm,theta1_deg,theta2_deg,j1_center_y_nm,j2_center_y_nm,pillar_1_area_nm2,pillar_2_area_nm2,total_footprint_nm2,cell_area_nm2,footprint_fill_fraction,direct_clearance_nm,periodic_image_clearance_nm,global_minimum_clearance_nm,cell_containment_pass,overlap_or_touching_pass,minimum_lateral_feature_nm,aspect_ratio_H_over_min_feature,geometry_hash_sha256,nearest_object_image_pair
3101,260,95,199,79,0.4647887323943662,0.4316546762589928,0.4482217043266795,0.0331340561353734,88.582575917,213,0.0,88.582575917,106.5,-106.5,24700,15721,40421,186624.0,0.21659057784636487,65.05336599515192,71.05336599515192,65.05336599515192,True,True,79,6.6455696202531644,8de28d7c3d93ca8e67bdf42593c3614d77510c0717121dfcb21e9ce86903741e,"{""distance_nm"": 65.05336599515192, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-37.02666224622595, 59.0], ""point_b_nm"": [-37.026662246225946, -6.053365995151916], ""touch_or_overlap"": false}"
3102,255,88,202,80,0.4868804664723032,0.4326241134751773,0.4597522899737403,0.05425635299712589,84.889338612,209,0.0,84.889338612,104.5,-104.5,22440,16160,38600,186624.0,0.2068329903978052,60.83833938919562,74.83833938919562,60.83833938919562,True,True,80,6.5625,6a6a69b2ebf1b5252ec6872c79c55a0cbf68a71b575420fd10fe62c22a109c73,"{""distance_nm"": 60.83833938919562, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.843937148159327, 60.5], ""point_b_nm"": [-30.843937148159327, -0.3383393891956148], ""touch_or_overlap"": false}"
3103,244,93,196,78,0.44807121661721067,0.4306569343065693,0.43936407546189,0.01741428231064135,77.502864003,216,0.0,77.502864003,108.0,-108.0,22692,15288,37980,186624.0,0.2035108024691358,65.38268948049766,65.38268948049767,65.38268948049766,True,True,78,6.730769230769231,69d936df78eca8c0459d3a544f58b1cad9a32d7b88277f87272b2e6261e716d6,"{""distance_nm"": 65.38268948049766, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-16.869666570075637, 61.5], ""point_b_nm"": [-16.86966657007564, -3.882689480497662], ""touch_or_overlap"": false}"
3104,244,91,200,78,0.45671641791044776,0.43884892086330934,0.44778266938687855,0.017867497047138414,89.736712575,214,0.0,89.736712575,107.0,-107.0,22204,15600,37804,186624.0,0.20256772976680384,68.32184237155307,72.32184237155309,68.32184237155307,True,True,78,6.730769230769231,125e4d62323f103b39f627cffe25ad63b1f3ffb5dd0aa5e470b161358d13114d,"{""distance_nm"": 68.32184237155307, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-38.540066608272014, 61.5], ""point_b_nm"": [-38.54006660827201, -6.821842371553081], ""touch_or_overlap"": false}"
3106,260,88,197,77,0.4942528735632184,0.43795620437956206,0.46610453897139026,0.056296669183656334,78.657000661,211,0.0,78.657000661,105.5,-105.5,22880,15169,38049,186624.0,0.20388052983539096,62.85171032138888,72.85171032138888,62.85171032138888,True,True,77,6.818181818181818,ef1c4c6738f30e2c63fb1e0f04a1b0d93a3cc3dd411320dc86d836fe7a5dd087,"{""distance_nm"": 62.85171032138888, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-18.37481311524293, 61.5], ""point_b_nm"": [-18.374813115242933, -1.3517103213888753], ""touch_or_overlap"": false}"
3107,250,93,204,79,0.4577259475218659,0.4416961130742049,0.4497110302980354,0.016029834447660984,86.04347527,217,0.0,86.04347527,108.5,-108.5,23250,16116,39366,186624.0,0.2109375,66.01761641563652,64.01761641563652,64.01761641563652,True,True,79,6.6455696202531644,3aca8b1832768ffc0bf79fb190ca0e6243717f13bb5476202c57a1e9d815e52a,"{""distance_nm"": 64.01761641563652, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [32.367908806871284, 155.0], ""point_b_nm"": [32.36790880687128, 219.01761641563652], ""touch_or_overlap"": false}"
3108,252,87,205,79,0.48672566371681414,0.44366197183098594,0.4651938177739,0.043063691885828204,84.196856618,216,0.0,84.196856618,108.0,-108.0,21924,16195,38119,186624.0,0.20425561556927296,66.53141607540762,66.53141607540763,66.53141607540762,True,True,79,6.6455696202531644,b76b271e79fdb62f06193e331df493f443670dcf481c1103c41f33213a55997c,"{""distance_nm"": 66.53141607540762, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-28.933703893843642, 64.5], ""point_b_nm"": [-28.933703893843646, -2.0314160754076203], ""touch_or_overlap"": false}"
3111,247,94,195,78,0.44868035190615835,0.42857142857142855,0.43862589023879345,0.0201089233347298,87.890093923,219,0.0,87.890093923,109.5,-109.5,23218,15210,38428,186624.0,0.2059113511659808,73.1302578283272,67.13025782832719,67.13025782832719,True,True,78,6.730769230769231,5dc157cb6856fb41ac598d326de312ddb36266170a98e431de17c409a1e174c8,"{""distance_nm"": 67.13025782832719, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [35.38395233586755, 156.5], ""point_b_nm"": [35.38395233586754, 223.6302578283272], ""touch_or_overlap"": false}"
3112,248,88,201,78,0.47619047619047616,0.44086021505376344,0.4585253456221198,0.035330261136712726,81.426928639,218,0.0,81.426928639,109.0,-109.0,21824,15678,37502,186624.0,0.20094950274348422,68.80917737680613,64.80917737680616,64.80917737680616,True,True,78,6.730769230769231,b72358552e7b0b4630fabc25d7df7957323e5f1848319e2329a985c254ad3723,"{""distance_nm"": 64.80917737680616, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [23.582638441356963, 153.0], ""point_b_nm"": [23.58263844135698, 217.80917737680616], ""touch_or_overlap"": false}"
3113,259,92,194,80,0.4757834757834758,0.41605839416058393,0.4459209349720299,0.05972508162289186,88.813403249,211,0.0,88.813403249,105.5,-105.5,23828,15520,39348,186624.0,0.21084104938271606,67.19245955425995,77.19245955425995,67.19245955425995,True,True,80,6.5625,460cac19ae68f56e71b8e625033f06463ffa5410516eef82dae8befe22773b39,"{""distance_nm"": 67.19245955425995, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-37.98269384805302, 59.5], ""point_b_nm"": [-37.98269384805301, -7.692459554259948], ""touch_or_overlap"": false}"
3116,251,89,196,80,0.4764705882352941,0.42028985507246375,0.4483802216538789,0.05618073316283034,75.887072682,220,0.0,75.887072682,110.0,-110.0,22339,15680,38019,186624.0,0.20371977880658437,70.70457824646542,62.70457824646542,62.70457824646542,True,True,80,6.5625,53c12a6bba487fe127cbb9ede19d758cb617cb5479261ece2bbda35bd9475a95,"{""distance_nm"": 62.70457824646542, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [14.896965445983, 154.5], ""point_b_nm"": [14.896965445983, 217.20457824646542], ""touch_or_overlap"": false}"
3117,262,93,203,78,0.476056338028169,0.44483985765124556,0.4604480978397073,0.031216480376923428,83.273547292,213,0.0,83.273547292,106.5,-106.5,24366,15834,40200,186624.0,0.21540637860082304,61.13061606727108,67.13061606727109,61.13061606727108,True,True,78,6.730769230769231,5617dd0ea6cfdad594d7e7ff93c2e1e1b50e24e850450d80f99807cd59cefa0a,"{""distance_nm"": 61.13061606727108, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-26.842930719971122, 60.0], ""point_b_nm"": [-26.84293071997112, -1.130616067271081], ""touch_or_overlap"": false}"
3118,256,87,199,79,0.49271137026239065,0.4316546762589928,0.4621830232606917,0.06105669400339786,86.966784596,210,0.0,86.966784596,105.0,-105.0,22272,15721,37993,186624.0,0.20358046124828533,65.04925942061787,77.04925942061789,65.04925942061787,True,True,79,6.6455696202531644,652c87e07081663ea0f7464dc89fc0cd1ac0a8a5a96360416d3f280a0d66c312,"{""distance_nm"": 65.04925942061787, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-34.17963188647457, 61.5], ""point_b_nm"": [-34.17963188647457, -3.5492594206178723], ""touch_or_overlap"": false}"
3120,245,87,194,80,0.4759036144578313,0.41605839416058393,0.4459810043092076,0.05984522029724737,85.581820607,213,0.0,85.581820607,106.5,-106.5,21315,15520,36835,186624.0,0.19737547153635115,69.70683392004719,75.70683392004719,69.70683392004719,True,True,80,6.5625,70b577d24e461c44fc45ab78b16afa6402777462cc6f5b7a9b5a0c1c8e25b9ad,"{""distance_nm"": 69.70683392004719, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-32.40870259265178, 63.0], ""point_b_nm"": [-32.40870259265178, -6.7068339200471865], ""touch_or_overlap"": false}"
3121,256,91,201,78,0.4755043227665706,0.44086021505376344,0.458182268910167,0.03464410771280718,78.195345998,219,0.0,78.195345998,109.5,-109.5,23296,15678,38974,186624.0,0.20883701989026063,67.14705020425731,61.14705020425734,61.14705020425734,True,True,78,6.730769230769231,7cba9da0ebf1cdd03f2d528de0b94800c654477751b51c7391a86be1cc3b7ab0,"{""distance_nm"": 61.14705020425734, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [17.615336208663052, 155.0], ""point_b_nm"": [17.61533620866306, 216.14705020425734], ""touch_or_overlap"": false}"
3122,261,89,197,79,0.49142857142857144,0.427536231884058,0.4594824016563147,0.06389233954451345,81.888583302,216,0.0,81.888583302,108.0,-108.0,23229,15563,38792,186624.0,0.20786179698216736,68.41204636129,68.41204636129001,68.41204636129,True,True,79,6.6455696202531644,3f126f227c2dd6d7aa79a342b3ef71679e601bcd0578f49d18d7bfefe35df001,"{""distance_nm"": 68.41204636129, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-25.206622435050207, 63.5], ""point_b_nm"": [-25.206622435050214, -4.912046361289996], ""touch_or_overlap"": false}"
3124,253,90,202,77,0.4752186588921283,0.44802867383512546,0.46162366636362684,0.02718998505700282,87.428439259,211,0.0,87.428439259,105.5,-105.5,22770,15554,38324,186624.0,0.20535408093278465,63.374326041843325,73.37432604184332,63.374326041843325,True,True,77,6.818181818181818,97b2ee806981f90b93f511ff3695c746caccf9ca74a7af9d76864aa878adde1f,"{""distance_nm"": 63.374326041843325, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.92964846022021, 60.5], ""point_b_nm"": [-33.92964846022021, -2.874326041843328], ""touch_or_overlap"": false}"
3125,264,95,196,79,0.47075208913649025,0.4254545454545455,0.4481033172955179,0.045297543681944774,80.04196465,218,0.0,80.04196465,109.0,-109.0,25080,15484,40564,186624.0,0.2173568244170096,67.14579203655578,63.145792036555775,63.145792036555775,True,True,79,6.6455696202531644,e830db0f9359b431123bf9c75345b118451532f60d97e6bada77a9fe5a63b94f,"{""distance_nm"": 63.145792036555775, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.958089540056136, 156.5], ""point_b_nm"": [21.95808954005613, 219.64579203655578], ""touch_or_overlap"": false}"
3129,257,94,200,77,0.46438746438746437,0.44404332129963897,0.45421539284355167,0.020344143087825395,84.658511281,215,0.0,84.658511281,107.5,-107.5,24158,15400,39558,186624.0,0.21196630658436214,64.85021906535104,66.85021906535104,64.85021906535104,True,True,77,6.818181818181818,c8ca882b0d35581d5f9fc3f1c06524b4537e717407a2fefd90dc89e84204fb39,"{""distance_nm"": 64.85021906535104, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-29.023657473411745, 60.5], ""point_b_nm"": [-29.023657473411742, -4.350219065351039], ""touch_or_overlap"": false}"
3130,262,87,203,80,0.501432664756447,0.43462897526501765,0.4680308200107323,0.06680368949142934,88.351748586,218,0.0,88.351748586,109.0,-109.0,22794,16240,39034,186624.0,0.2091585219478738,71.89145812536003,67.89145812536003,67.89145812536003,True,True,80,6.5625,4718e9362f31fa5e005eac7fbb0f16d2ae92341db3aed5b21b00ac0db3405a79,"{""distance_nm"": 67.89145812536003, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [37.06396004692776, 152.5], ""point_b_nm"": [37.06396004692776, 220.39145812536003], ""touch_or_overlap"": false}"
3131,252,92,197,78,0.46511627906976744,0.43272727272727274,0.4489217758985201,0.0323890063424947,80.965273976,212,0.0,80.965273976,106.0,-106.0,23184,15366,38550,186624.0,0.2065650720164609,62.59776607951897,70.59776607951898,62.59776607951897,True,True,78,6.730769230769231,bdeb26a19fb6a86a85c77f1ab2d77fe164cc209b8df31dce46444a3fc5ae5b7f,"{""distance_nm"": 62.59776607951897, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.04838433066668, 60.0], ""point_b_nm"": [-23.048384330666675, -2.5977660795189665], ""touch_or_overlap"": false}"
3134,254,91,195,77,0.47246376811594204,0.4338235294117647,0.4531436487638534,0.03864023870417732,82.811892629,217,0.0,82.811892629,108.5,-108.5,23114,15015,38129,186624.0,0.20430919924554183,69.94888112792214,67.94888112792214,67.94888112792214,True,True,77,6.818181818181818,03222b2bf89b49e194579ac639880c9b7e782d7fafde5b5e17c22a4adbe1def5,"{""distance_nm"": 67.94888112792214, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [25.997504800059374, 154.0], ""point_b_nm"": [25.997504800059374, 221.94888112792214], ""touch_or_overlap"": false}"
3136,244,90,195,77,0.46107784431137727,0.4338235294117647,0.44745068686157097,0.027254314899612553,82.2348243,208,0.0,82.2348243,104.0,-104.0,21960,15015,36975,186624.0,0.19812564300411523,61.192196013556554,77.19219601355658,61.192196013556554,True,True,77,6.818181818181818,6e88d27b39e3e97bf5d32c45ad432fc46e1b9f91dd6025a0bcc2397c6e3bd877,"{""distance_nm"": 61.192196013556554, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.973406805197996, 59.0], ""point_b_nm"": [-24.973406805197996, -2.192196013556557], ""touch_or_overlap"": false}"
3137,254,94,202,79,0.45977011494252873,0.4377224199288256,0.44874626743567714,0.022047695013703128,89.621298909,215,0.0,89.621298909,107.5,-107.5,23876,15958,39834,186624.0,0.2134452160493827,66.74112961788245,68.74112961788245,66.74112961788245,True,True,79,6.6455696202531644,75e4ad88a550ddc8594a8f9cf119a9e54a56dda986a293e970d7093eed901891,"{""distance_nm"": 66.74112961788245, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-38.831574381391206, 60.5], ""point_b_nm"": [-38.831574381391206, -6.24112961788245], ""touch_or_overlap"": false}"
3138,260,87,199,78,0.49855907780979825,0.4368231046931408,0.4676910912514695,0.06173597311665746,85.928061604,218,0.0,85.928061604,109.0,-109.0,22620,15522,38142,186624.0,0.20437885802469136,72.48182184775925,68.48182184775928,68.48182184775928,True,True,78,6.730769230769231,ba5ccf3257547e4a4c64cdde4195b31baa54c5179fa863c9c065f72e7bfb31b1,"{""distance_nm"": 68.48182184775928, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [31.836163815662047, 152.5], ""point_b_nm"": [31.836163815662047, 220.98182184775928], ""touch_or_overlap"": false}"
3141,262,93,197,78,0.476056338028169,0.43272727272727274,0.45439180537772084,0.04332906530089625,84.081442952,216,0.0,84.081442952,108.0,-108.0,24366,15366,39732,186624.0,0.21289866255144033,67.50358377953194,67.50358377953194,67.50358377953194,True,True,78,6.730769230769231,4af6b3922019f89e8197c339aea906aee06adb63f465ce187d78029c18bf1e0e,"{""distance_nm"": 67.50358377953194, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-28.63531173535638, 61.5], ""point_b_nm"": [-28.63531173535639, -6.003583779531936], ""touch_or_overlap"": false}"
3142,257,91,207,80,0.47701149425287354,0.4425087108013937,0.4597601025271336,0.034502783451479835,87.774680257,220,0.0,87.774680257,110.0,-110.0,23387,16560,39947,186624.0,0.21405071159122085,69.52487833189511,61.52487833189508,61.52487833189508,True,True,80,6.5625,0d539bf6457e8c4749079c6d338258b5ffd4cbc29837e5a11f9da77342c5cb0d,"{""distance_nm"": 61.52487833189508, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [35.950992069295864, 155.5], ""point_b_nm"": [35.950992069295864, 217.02487833189508], ""touch_or_overlap"": false}"
3143,246,95,200,77,0.44281524926686217,0.44404332129963897,0.44342928528325054,-0.0012280720327768058,80.388205647,213,0.0,80.388205647,106.5,-106.5,23370,15400,38770,186624.0,0.20774391289437585,60.47542045746372,66.47542045746371,60.47542045746372,True,True,77,6.818181818181818,af6dbc54a7381cfa0f85229d1e1e7ec6688c849624e53dd776cff1af3014f9cd,"{""distance_nm"": 60.47542045746372, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.26235386577582, 59.0], ""point_b_nm"": [-21.262353865775804, -1.47542045746372], ""touch_or_overlap"": false}"
3144,248,87,206,78,0.48059701492537316,0.4507042253521127,0.4656506201387429,0.02989278957326047,88.697989583,211,0.0,88.697989583,105.5,-105.5,21576,16068,37644,186624.0,0.20171039094650206,63.640419193541724,73.64041919354173,63.640419193541724,True,True,78,6.730769230769231,d6b81dd4a2992cdb7e91ace700a810b8cd446d6d24063df92986b871caf380bd,"{""distance_nm"": 63.640419193541724, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-36.649522162052335, 62.0], ""point_b_nm"": [-36.64952216205235, -1.6404191935417258], ""touch_or_overlap"": false}"
3145,258,91,199,80,0.4785100286532951,0.4265232974910394,0.45251666307216726,0.05198673116225572,81.311514973,217,0.0,81.311514973,108.5,-108.5,23478,15920,39398,186624.0,0.21110896776406035,67.09934927917593,65.09934927917593,65.09934927917593,True,True,80,6.5625,d88e73a5e49c639380f23c2fa32254b717d27fea584edc69e9cbc2225e8f0065,"{""distance_nm"": 65.09934927917593, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [24.510286189036975, 154.0], ""point_b_nm"": [24.510286189036975, 219.09934927917593], ""touch_or_overlap"": false}"
3146,264,89,203,77,0.49575070821529743,0.45,0.4728753541076487,0.04575070821529742,77.618277669,214,0.0,77.618277669,107.0,-107.0,23496,15631,39127,186624.0,0.20965685013717422,62.1055013975832,66.10550139758323,62.1055013975832,True,True,77,6.818181818181818,961b6d6e59ded2506521c2c084362a0e7509fd468e5656f0b96584c0e3fd9fa2,"{""distance_nm"": 62.1055013975832, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-15.840507249943016, 62.5], ""point_b_nm"": [-15.840507249943002, 0.3944986024168031], ""touch_or_overlap"": false}"
3148,250,90,198,79,0.47058823529411764,0.4296028880866426,0.4500955616903801,0.04098534720747504,83.158133626,212,0.0,83.158133626,106.0,-106.0,22500,15642,38142,186624.0,0.20437885802469136,63.99939092068002,71.99939092068001,63.99939092068002,True,True,79,6.6455696202531644,060a96ae21dd9c26fbed34056cc30e25a46a286cb1ef77a89a9a4ee11a05fb14,"{""distance_nm"": 63.99939092068002, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-27.424888865574403, 61.0], ""point_b_nm"": [-27.42488886557439, -2.9993909206800193], ""touch_or_overlap"": false}"
3150,256,88,194,80,0.4883720930232558,0.41605839416058393,0.4522152435919199,0.07231369886267186,79.464896321,215,0.0,79.464896321,107.5,-107.5,22528,15520,38048,186624.0,0.20387517146776407,68.32160575455897,70.32160575455896,68.32160575455897,True,True,80,6.5625,9ecb9eccb4d5fa8d132721f34f3cdffe05739b8be2fde41fcc02165ae6c749b2,"{""distance_nm"": 68.32160575455897, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.59044592355106, 63.5], ""point_b_nm"": [-21.59044592355106, -4.821605754558973], ""touch_or_overlap"": false}"
